stitch_project_id,stitch_screen_id,stitch_screen_title,stitch_device,stitch_phase,route,view,implementation_mapping,visual_score,visual_status,top_visual_differences,asset_gap,priority_band,priority_rank
12272131183982732110,5e4dbc7265ad4e17b060b1f641996db3,P04 – Consultation Workspace – Desktop,DESKTOP,P04,/app/clinical/encounter/:encounterId,views/activeclinic/app/consultation-workspace-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,3c8f7b43b7984718acf661e381c1e6f7,P04 – Triage Assessment – Desktop,DESKTOP,P04,/app/clinical/encounter/:encounterId/triage,views/activeclinic/app/triage-assessment-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,dede5e72277d413497e1f870f6b4a0e1,P04 – Vital Signs Entry – Desktop,DESKTOP,P04,/app/clinical/encounter/:encounterId/vitals,views/activeclinic/app/vital-signs-entry-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,305d90143b0e4381b112bf6eb113f1c2,P03 – Create Walk-In Visit – Desktop,DESKTOP,P03,/app/reception/walk-in,views/activeclinic/app/reception-walk-in-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,9284064428f443b1a3a1504054827d91,P03 – Patient Check-In – Desktop,DESKTOP,P03,/app/reception/check-in,views/activeclinic/app/reception-check-in-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,99757cfd7d3747d490f00ac342faa519,P04 – Clinical Escalation Alert,DESKTOP,P04,/app/clinical/alerts,views/activeclinic/app/clinical-escalation-alert-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,b8d47f05a83c4959ac2d3d6ca83c7dfb,P04 – Clinical Queue – Desktop,DESKTOP,P04,/app/clinical,views/activeclinic/app/clinical-queue-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,59ee5d74ff1f47eca3c6fb09413b7c09,P06 – Enter Laboratory Result – Desktop,DESKTOP,P06,/app/diagnostics/laboratory/request/:requestId/result,views/activeclinic/app/diagnostics-enter-laboratory-result-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,41a0f1b3e1974e7ca26599bf8a37fc5f,P06 – Enter Radiology Report – Desktop,DESKTOP,P06,/app/diagnostics/radiology/request/:requestId/report,views/activeclinic/app/diagnostics-enter-radiology-report-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,5b7b36f6af3b4735a81cca8cea77ee99,P06 – Laboratory Dashboard – Desktop,DESKTOP,P06,/app/diagnostics/laboratory,views/activeclinic/app/diagnostics-laboratory-dashboard-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,51c3b93fec6e40aebc327a4998fb29ea,P06 – Laboratory Request Detail – Desktop,DESKTOP,P06,/app/diagnostics/laboratory/request/:requestId,views/activeclinic/app/diagnostics-laboratory-request-detail-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,f8b17233f1f7457ea5fe5179207aa0d1,P06 – Laboratory Request Queue – Desktop,DESKTOP,P06,/app/diagnostics/laboratory/queue,views/activeclinic/app/diagnostics-laboratory-queue-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,cd5ff44012dd4f0f88fc7ed60848fd37,P06 – Laboratory Worklist – Desktop,DESKTOP,P06,/app/diagnostics/laboratory/worklist,views/activeclinic/app/diagnostics-laboratory-worklist-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,65286a85cc674df097dedf0890378a29,P06 – Radiology Dashboard – Desktop,DESKTOP,P06,/app/diagnostics/radiology,views/activeclinic/app/diagnostics-radiology-dashboard-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,1fa6c921703145af96e47f7344b6cb62,P06 – Radiology Request Queue – Desktop,DESKTOP,P06,/app/diagnostics/radiology/queue,views/activeclinic/app/diagnostics-radiology-queue-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,fc53eecc7d484fd5a131e01ef1127694,P13 – Add Staff Member – Desktop,DESKTOP,P13,/app/staff/new,views/activeclinic/app/staff-form-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,f30963c89fad49ceabc2447dfd46f8f0,P13 – Invite Staff Member – Desktop,DESKTOP,P13,/app/staff/invite,views/activeclinic/app/staff-invite-content.ejs,ONE_STITCH_TO_MULTIPLE_IMPLEMENTATIONS,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,f0c821818ad04f5ca658defd08962564,P13 – Staff Access Dashboard – Desktop,DESKTOP,P13,/app/access,views/activeclinic/app/access-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,31600d2f5a32493b8bdd52658ab3591f,P13 – Staff Account Activation,MOBILE,P13,/activate/:token,views/activeclinic/auth/activate.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,73fe1929482d4838b65bfd64acd406a8,P13 – Staff Directory – Desktop,DESKTOP,P13,/app/staff,views/activeclinic/app/staff-list-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,7f168bfd3ac64a2ca412f43990176e41,P13 – Staff Profile – Desktop,DESKTOP,P13,/app/staff/:staffId,views/activeclinic/app/staff-detail-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,3d43526745534570bbe9cd22948be3c1,P13 – Suspend Staff Account,DESKTOP,P13,/app/staff/:staffId/suspend,views/activeclinic/app/staff-suspend-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,15c6c639c2b04bbda97b54f127c500f8,P04 – Consultation Workspace – Mobile,MOBILE,P04,/app/clinical/encounter/:encounterId,views/activeclinic/app/consultation-workspace-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,279be7b923664e449bd2001528e7c5ec,P05 – Prescription Clinical Review – Mobile,MOBILE,P05,/app/pharmacy/prescriptions/:id,views/activeclinic/app/pharmacy-prescription-detail-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,0fca19f233af43c49966e7eb62bccb02,P03 – Appointment Calendar – Desktop,DESKTOP,P03,/app/appointments/calendar,views/activeclinic/app/appointments-calendar-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,327422c1b36747039e4026a17c5a2f33,P03 – Appointment Confirmation – Desktop,DESKTOP,P03,/app/appointments/:appointmentId/confirmed,views/activeclinic/app/appointment-success-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,284e9f8cd6804b0eb0f50574e2f571d6,P03 – Appointment List – Desktop,DESKTOP,P03,/app/appointments,views/activeclinic/app/appointments-list-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,480ecaba5258423e8711b1fdd2f39e1b,P03 – Appointment List – Mobile,MOBILE,P03,/app/appointments,views/activeclinic/app/appointments-list-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,089aa8f266664446a8b38cb69d1fda48,P03 – Appointment Shared States – Desktop,DESKTOP,P03,/app/appointments,views/activeclinic/app/appointments-list-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,a99c6ac04cf24f2c8ca349715c1829dc,P03 – Book Appointment – Desktop,DESKTOP,P03,/app/appointments/new,views/activeclinic/app/appointment-form-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,b27eafc25bad4006868f3932d08bfed5,P03 – Cancel Appointment – Desktop,DESKTOP,P03,/app/appointments/:appointmentId/cancel,views/activeclinic/app/appointment-cancel-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,7d37e069c7644e7cb4c9b72349a0ccf7,P03 – Missed Appointments – Desktop,DESKTOP,P03,/app/appointments/missed,views/activeclinic/app/appointments-missed-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,8dca6dbd36b840928e73d6674bbcb3ea,P03 – Patient Called – Desktop,DESKTOP,P03,/app/reception/queue/:entryId/called,views/activeclinic/app/reception-queue-called-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,f7841548662446cfa8d70d0772d3fa9f,P03 – Patient Did Not Respond — Desktop,DESKTOP,P03,/app/reception/queue/:entryId/did-not-respond,views/activeclinic/app/reception-queue-did-not-respond-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,8b7173ba4ff94eb2a7d7e548b5f7253d,P03 – Reception Queue – Desktop,DESKTOP,P03,/app/reception,views/activeclinic/app/reception-queue-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,da39a3945ace4fac85cb12bd86f0cdc2,P03 – Reschedule Appointment – Desktop,DESKTOP,P03,/app/appointments/:appointmentId/reschedule,views/activeclinic/app/appointment-form-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,e807a1354fdd418391496e69e5ac5f3e,P03 – Transfer Patient to Department – Desktop,DESKTOP,P03,/app/reception/queue/:entryId/transfer,views/activeclinic/app/reception-queue-transfer-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
